 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Chlorine in  H- C- O.txt

 Ion = Chlorine [17] , Mass = 34,969 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   1,10 GeV   4,826E+00  2,066E-03  977,42 um    40,10 um     4,41 um  
   1,20 GeV   4,520E+00  1,910E-03    1,13 mm    45,60 um     5,03 um  
   1,30 GeV   4,255E+00  1,777E-03    1,29 mm    51,12 um     5,69 um  
   1,40 GeV   4,023E+00  1,662E-03    1,47 mm    56,69 um     6,38 um  
   1,50 GeV   3,819E+00  1,562E-03    1,65 mm    62,31 um     7,11 um  
   1,60 GeV   3,633E+00  1,473E-03    1,84 mm    68,00 um     7,88 um  
   1,70 GeV   3,463E+00  1,394E-03    2,04 mm    73,77 um     8,68 um  
   1,80 GeV   3,311E+00  1,324E-03    2,25 mm    79,62 um     9,51 um  
   2,00 GeV   3,048E+00  1,203E-03    2,71 mm   102,04 um    11,28 um  
   2,25 GeV   2,780E+00  1,081E-03    3,32 mm   134,13 um    13,68 um  
   2,50 GeV   2,562E+00  9,826E-04    3,99 mm   164,33 um    16,29 um  
   2,75 GeV   2,381E+00  9,010E-04    4,72 mm   193,73 um    19,08 um  
   3,00 GeV   2,228E+00  8,324E-04    5,49 mm   222,79 um    22,06 um  
   3,25 GeV   2,097E+00  7,739E-04    6,32 mm   251,75 um    25,22 um  
   3,50 GeV   1,984E+00  7,233E-04    7,20 mm   280,73 um    28,55 um  
   3,75 GeV   1,885E+00  6,792E-04    8,12 mm   309,81 um    32,04 um  
   4,00 GeV   1,797E+00  6,404E-04    9,10 mm   339,03 um    35,70 um  
   4,50 GeV   1,650E+00  5,751E-04   11,17 mm   448,89 um    43,47 um  
   5,00 GeV   1,531E+00  5,223E-04   13,43 mm   550,56 um    51,81 um  
   5,50 GeV   1,433E+00  4,786E-04   15,84 mm   648,19 um    60,70 um  
   6,00 GeV   1,350E+00  4,420E-04   18,42 mm   743,55 um    70,08 um  
   6,50 GeV   1,280E+00  4,107E-04   21,14 mm   837,54 um    79,93 um  
   7,00 GeV   1,219E+00  3,838E-04   24,01 mm   930,62 um    90,21 um  
   8,00 GeV   1,120E+00  3,395E-04   30,13 mm     1,27 mm   111,99 um  
   9,00 GeV   1,042E+00  3,047E-04   36,76 mm     1,58 mm   135,20 um  
  10,00 GeV   9,796E-01  2,766E-04   43,85 mm     1,87 mm   159,66 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,3970E+01                 eV / Angstrom 
  1,3970E+02                keV / micron   
  1,3970E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  1,4505E+01                 eV / (1E15 atoms/cm2)
  8,4800E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
